image_id,building,number,path,split,main_visual_space,expected_annotation_extent,ambiguity_and_information,n_people_any,n_people_unassisted,n_people_manual_included,n_people_model_assisted,n_current20_manual,n_current20_any_seen,n_current20_no_record,max_current20_without_reusing_seen_nonmanual,naive_historical_topup_to20,nominal_current20_topup,n_current20_seen_nonmanual,current20_manual_workers,current20_no_record_workers,current20_seen_nonmanual_workers,coarse_type,coarse_label_provenance,boundary_label,user_doorway_group_codes,group_codes,exposure_interpretation
B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e,B6ByNegPMKs,5,data/mp3d_layout/test/img/B6ByNegPMKs_1c21814e7e7447d5b650afdff65c287e.png,test,多人办公室为主,本图办公/空置小间内部围合；门外公共廊和相邻办公室不自动纳入,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,工作与学习,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G021;G022;G023,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_29138c57da06404d8a009f0deb20537f,B6ByNegPMKs,6,data/mp3d_layout/test/img/B6ByNegPMKs_29138c57da06404d8a009f0deb20537f.png,test,小型独立工作间为主,木饰面独立小工作间本体，门外长桌区域另辨,面积小、重复舱型；门外大空间可见，但不应仅因可见合组。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,工作与学习,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G024,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_2a1bc1a10d7b45ad902e09cd71767fd9,B6ByNegPMKs,7,data/mp3d_layout/test/img/B6ByNegPMKs_2a1bc1a10d7b45ad902e09cd71767fd9.png,test,玻璃办公室外走道为主,相机所在这段走道及其可见转角；不是整层所有连通廊道或玻璃后的房间,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G018,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_343c07bcee6a4740a3cd39540e8f4ca2,B6ByNegPMKs,8,data/mp3d_layout/test/img/B6ByNegPMKs_343c07bcee6a4740a3cd39540e8f4ca2.png,test,小办公室为主,本图办公/空置小间内部围合；门外公共廊和相邻办公室不自动纳入,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,工作与学习,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G021,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_3ed1f9b2f3c341d68c6d42895f56f7f9,B6ByNegPMKs,9,data/mp3d_layout/test/img/B6ByNegPMKs_3ed1f9b2f3c341d68c6d42895f56f7f9.png,test,小会议室为主,本会议室桌区、实墙与玻璃墙内侧围合；玻璃后空间另辨,桌椅遮挡墙脚；共同可见玻璃隔断，难度仅作原图预期，尚无实测。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,工作与学习,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G025,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,10,data/mp3d_layout/test/img/B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8.png,test,办公室兼设备存放区为主,本图办公/空置小间内部围合；门外公共廊和相邻办公室不自动纳入,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,26,0,0,26,0,20,0,0,20,20,20,,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,工作与学习,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G022,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,11,data/mp3d_layout/test/img/B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086.png,test,会议区入口走道为主,相机所在这段走道及其可见转角；不是整层所有连通廊道或玻璃后的房间,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,26,26,25,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G026;G027,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_4c769d1a658d41eb995deb5b40af57a4,B6ByNegPMKs,12,data/mp3d_layout/test/img/B6ByNegPMKs_4c769d1a658d41eb995deb5b40af57a4.png,test,单人办公室门内为主,本图办公/空置小间内部围合；门外公共廊和相邻办公室不自动纳入,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,工作与学习,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G023,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8,B6ByNegPMKs,13,data/mp3d_layout/test/img/B6ByNegPMKs_4e537870fc094609a7eda53d1e313fa8.png,test,办公室外走道为主,相机所在这段走道及其可见转角；不是整层所有连通廊道或玻璃后的房间,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G026,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_51623bde5d4a4550b2c34efe044a16dc,B6ByNegPMKs,14,data/mp3d_layout/test/img/B6ByNegPMKs_51623bde5d4a4550b2c34efe044a16dc.png,test,窗侧办公室外走道为主,相机所在这段走道及其可见转角；不是整层所有连通廊道或玻璃后的房间,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G028;G029;G030,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_53249ef8a94c4c40bd6f09c069e54d16,B6ByNegPMKs,15,data/mp3d_layout/test/img/B6ByNegPMKs_53249ef8a94c4c40bd6f09c069e54d16.png,test,办公室外走道为主,相机所在这段走道及其可见转角；不是整层所有连通廊道或玻璃后的房间,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6,B6ByNegPMKs,16,data/mp3d_layout/test/img/B6ByNegPMKs_59cbdf96b19c4cc4a576e6658c5f67d6.png,test,玻璃办公室外通道为主,相机所在这段走道及其可见转角；不是整层所有连通廊道或玻璃后的房间,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G028,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4,B6ByNegPMKs,17,data/mp3d_layout/test/img/B6ByNegPMKs_5b3d1c9fefb64512b0c9750a00feece4.png,test,小办公室为主,本图办公/空置小间内部围合；门外公共廊和相邻办公室不自动纳入,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,工作与学习,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G031,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,18,data/mp3d_layout/test/img/B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9.png,test,休闲＋通行；休闲为主,窗侧休憩局部及其与公共通道之间的开放范围，边界解释待定,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,9,5,5,4,5,9,11,16,15,15,4,11;15;33;34;37,1;6;8;10;12;17;28;30;31;32;36,2;13;29;35,开放复合空间,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_6ef1007d4f8641cfa4102b27787f0210,B6ByNegPMKs,19,data/mp3d_layout/test/img/B6ByNegPMKs_6ef1007d4f8641cfa4102b27787f0210.png,test,独立办公室为主,本图办公/空置小间内部围合；门外公共廊和相邻办公室不自动纳入,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,工作与学习,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G031,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_6f74372f4fbe4741b5388a6583284ad3,B6ByNegPMKs,20,data/mp3d_layout/test/img/B6ByNegPMKs_6f74372f4fbe4741b5388a6583284ad3.png,test,空置办公室为主,本图办公/空置小间内部围合；门外公共廊和相邻办公室不自动纳入,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,工作与学习,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,21,data/mp3d_layout/test/img/B6ByNegPMKs_7018ca302c584d0d85024187f3568460.png,test,独立小工作间为主,木饰面独立小工作间本体，门外长桌区域另辨,面积小、重复舱型；门外大空间可见，但不应仅因可见合组。,9,5,5,4,4,8,12,16,15,16,4,28;29;35;36,6;8;10;11;12;13;15;17;31;33;34;37,1;2;30;32,工作与学习,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G024,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,22,data/mp3d_layout/test/img/B6ByNegPMKs_75327de9719945aa8b893a6404667884.png,test,窗侧办公室外走道为主,相机所在这段走道及其可见转角；不是整层所有连通廊道或玻璃后的房间,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,26,0,0,26,0,20,0,0,20,20,20,,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G029,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_8a830452b3b449d08625f3d70bdd07b8,B6ByNegPMKs,23,data/mp3d_layout/test/img/B6ByNegPMKs_8a830452b3b449d08625f3d70bdd07b8.png,test,办公室外转折通道为主,相机所在这段走道及其可见转角；不是整层所有连通廊道或玻璃后的房间,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G030,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_8b1abc1b47784d758b9ec1e079160475,B6ByNegPMKs,24,data/mp3d_layout/test/img/B6ByNegPMKs_8b1abc1b47784d758b9ec1e079160475.png,test,圆柱旁办公室外通道为主,相机所在这段走道及其可见转角；不是整层所有连通廊道或玻璃后的房间,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_8b4e1e0ada214ee68dc9e0350cbad884,B6ByNegPMKs,25,data/mp3d_layout/test/img/B6ByNegPMKs_8b4e1e0ada214ee68dc9e0350cbad884.png,test,会议室为主,本会议室桌区、实墙与玻璃墙内侧围合；玻璃后空间另辨,桌椅遮挡墙脚；共同可见玻璃隔断，难度仅作原图预期，尚无实测。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,工作与学习,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G032,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_8c414a8052c844b4bcd5dc3fadde7f8c,B6ByNegPMKs,26,data/mp3d_layout/test/img/B6ByNegPMKs_8c414a8052c844b4bcd5dc3fadde7f8c.png,test,办公室外走道为主,相机所在这段走道及其可见转角；不是整层所有连通廊道或玻璃后的房间,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G033,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381,B6ByNegPMKs,27,data/mp3d_layout/test/img/B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381.png,test,办公区转折平台为主,相机所在这段走道及其可见转角；不是整层所有连通廊道或玻璃后的房间,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G019,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250,B6ByNegPMKs,28,data/mp3d_layout/test/img/B6ByNegPMKs_8d4e583714dd484d8e1e9bfb38ef2250.png,test,窗边小办公室为主,本图办公/空置小间内部围合；门外公共廊和相邻办公室不自动纳入,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,工作与学习,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e,B6ByNegPMKs,29,data/mp3d_layout/test/img/B6ByNegPMKs_9a11dae14ce9444287b881b54c6f6b6e.png,test,玻璃办公室外走道为主,相机所在这段走道及其可见转角；不是整层所有连通廊道或玻璃后的房间,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G033,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_9c62e22ac161400e969f5962b748c3e8,B6ByNegPMKs,30,data/mp3d_layout/test/img/B6ByNegPMKs_9c62e22ac161400e969f5962b748c3e8.png,test,空置独立房间为主，用途不由本轮配对决定,本图办公/空置小间内部围合；门外公共廊和相邻办公室不自动纳入,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,储藏与家务辅助,user_reviewed_disagreement_subset,暂不归入,,G034,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_b5d0239ee410435aa172b77984b9faa4,B6ByNegPMKs,31,data/mp3d_layout/test/img/B6ByNegPMKs_b5d0239ee410435aa172b77984b9faa4.png,test,单人办公室为主,本图办公/空置小间内部围合；门外公共廊和相邻办公室不自动纳入,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,工作与学习,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_b5dcbc0109a344a281d8ae467ccf3fc2,B6ByNegPMKs,32,data/mp3d_layout/test/img/B6ByNegPMKs_b5dcbc0109a344a281d8ae467ccf3fc2.png,test,办公室外走道为主,相机所在这段走道及其可见转角；不是整层所有连通廊道或玻璃后的房间,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G035,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,33,data/mp3d_layout/test/img/B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993.png,test,红管走廊为主,相机所在这段走道及其可见转角；不是整层所有连通廊道或玻璃后的房间,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,26,26,25,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G035;G036,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec,B6ByNegPMKs,34,data/mp3d_layout/test/img/B6ByNegPMKs_bb2332e3d7ad40a59ee5ad0eae108dec.png,test,储物门排两侧的回字走道局部,相机所在这段走道及其可见转角；不是整层所有连通廊道或玻璃后的房间,用户已判两图不归同房；回字走道不同段范围歧义保留。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,prior_discussion,,,G037,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_bdc0695537064383b5cc5dbcff2a0b99,B6ByNegPMKs,35,data/mp3d_layout/test/img/B6ByNegPMKs_bdc0695537064383b5cc5dbcff2a0b99.png,test,休闲＋通行；休闲为主,窗侧休憩局部及其与公共通道之间的开放范围，边界解释待定,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,开放复合空间,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_c36b46ddcadf4896a2aa0abca657f33d,B6ByNegPMKs,36,data/mp3d_layout/test/img/B6ByNegPMKs_c36b46ddcadf4896a2aa0abca657f33d.png,test,会议室为主,本会议室桌区、实墙与玻璃墙内侧围合；玻璃后空间另辨,桌椅遮挡墙脚；共同可见玻璃隔断，难度仅作原图预期，尚无实测。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,工作与学习,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G025,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,37,data/mp3d_layout/test/img/B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37.png,test,红管走廊为主,相机所在这段走道及其可见转角；不是整层所有连通廊道或玻璃后的房间,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,10,6,6,4,5,8,12,17,14,15,3,13;28;29;34;35,1;2;6;11;12;15;17;30;31;32;33;36,8;10;37,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G036,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb,B6ByNegPMKs,38,data/mp3d_layout/test/img/B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb.png,test,大会议室为主,本会议室桌区、实墙与玻璃墙内侧围合；玻璃后空间另辨,桌椅遮挡墙脚；共同可见玻璃隔断，难度仅作原图预期，尚无实测。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,工作与学习,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G020,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_ce6c6753bebe462e804ec5a2fc8b0580,B6ByNegPMKs,39,data/mp3d_layout/test/img/B6ByNegPMKs_ce6c6753bebe462e804ec5a2fc8b0580.png,test,会议室为主,本会议室桌区、实墙与玻璃墙内侧围合；玻璃后空间另辨,桌椅遮挡墙脚；共同可见玻璃隔断，难度仅作原图预期，尚无实测。,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,工作与学习,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G032,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,40,data/mp3d_layout/test/img/B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624.png,test,窗侧办公室外走道为主,相机所在这段走道及其可见转角；不是整层所有连通廊道或玻璃后的房间,近处玻璃/门框及透过玻璃的其他空间可能影响范围识别；顶面梁管不能直接等同布局墙界。,26,26,25,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
