design,feature,baseline,algorithm,true,predicted,count
pooled,da3__layer11__faces_global,global,knn,中等,困难,4
pooled,da3__layer11__faces_global,global,knn,困难,简单,11
pooled,da3__layer11__faces_global,global,knn,困难,中等,4
pooled,da3__layer11__faces_global,global,knn,困难,困难,1
pooled,da3__layer11__faces_global,global,ridge,简单,简单,28
pooled,da3__layer11__faces_global,global,ridge,简单,中等,19
pooled,da3__layer11__faces_global,global,ridge,简单,困难,2
pooled,da3__layer11__faces_global,global,ridge,中等,简单,17
pooled,da3__layer11__faces_global,global,ridge,中等,中等,18
pooled,da3__layer11__faces_global,global,ridge,中等,困难,6
pooled,da3__layer11__faces_global,global,ridge,困难,简单,6
pooled,da3__layer11__faces_global,global,ridge,困难,中等,5
pooled,da3__layer11__faces_global,global,ridge,困难,困难,5
pooled,da3__layer11__faces_global,main,knn,简单,简单,39
pooled,da3__layer11__faces_global,main,knn,简单,中等,10
pooled,da3__layer11__faces_global,main,knn,简单,困难,0
pooled,da3__layer11__faces_global,main,knn,中等,简单,12
pooled,da3__layer11__faces_global,main,knn,中等,中等,25
pooled,da3__layer11__faces_global,main,knn,中等,困难,4
pooled,da3__layer11__faces_global,main,knn,困难,简单,0
pooled,da3__layer11__faces_global,main,knn,困难,中等,1
pooled,da3__layer11__faces_global,main,knn,困难,困难,15
pooled,da3__layer11__faces_global,main,ridge,简单,简单,42
pooled,da3__layer11__faces_global,main,ridge,简单,中等,7
pooled,da3__layer11__faces_global,main,ridge,简单,困难,0
pooled,da3__layer11__faces_global,main,ridge,中等,简单,11
pooled,da3__layer11__faces_global,main,ridge,中等,中等,24
pooled,da3__layer11__faces_global,main,ridge,中等,困难,6
pooled,da3__layer11__faces_global,main,ridge,困难,简单,0
pooled,da3__layer11__faces_global,main,ridge,困难,中等,1
pooled,da3__layer11__faces_global,main,ridge,困难,困难,15
pooled,da3__layer11__faces_local16,coarse,knn,简单,简单,41
pooled,da3__layer11__faces_local16,coarse,knn,简单,中等,8
pooled,da3__layer11__faces_local16,coarse,knn,简单,困难,0
pooled,da3__layer11__faces_local16,coarse,knn,中等,简单,16
pooled,da3__layer11__faces_local16,coarse,knn,中等,中等,20
pooled,da3__layer11__faces_local16,coarse,knn,中等,困难,5
pooled,da3__layer11__faces_local16,coarse,knn,困难,简单,0
pooled,da3__layer11__faces_local16,coarse,knn,困难,中等,2
pooled,da3__layer11__faces_local16,coarse,knn,困难,困难,14
pooled,da3__layer11__faces_local16,coarse,ridge,简单,简单,41
pooled,da3__layer11__faces_local16,coarse,ridge,简单,中等,8
pooled,da3__layer11__faces_local16,coarse,ridge,简单,困难,0
pooled,da3__layer11__faces_local16,coarse,ridge,中等,简单,18
pooled,da3__layer11__faces_local16,coarse,ridge,中等,中等,19
pooled,da3__layer11__faces_local16,coarse,ridge,中等,困难,4
pooled,da3__layer11__faces_local16,coarse,ridge,困难,简单,0
pooled,da3__layer11__faces_local16,coarse,ridge,困难,中等,1
pooled,da3__layer11__faces_local16,coarse,ridge,困难,困难,15
pooled,da3__layer11__faces_local16,global,knn,简单,简单,35
pooled,da3__layer11__faces_local16,global,knn,简单,中等,12
pooled,da3__layer11__faces_local16,global,knn,简单,困难,2
pooled,da3__layer11__faces_local16,global,knn,中等,简单,25
pooled,da3__layer11__faces_local16,global,knn,中等,中等,16
pooled,da3__layer11__faces_local16,global,knn,中等,困难,0
pooled,da3__layer11__faces_local16,global,knn,困难,简单,12
pooled,da3__layer11__faces_local16,global,knn,困难,中等,4
pooled,da3__layer11__faces_local16,global,knn,困难,困难,0
pooled,da3__layer11__faces_local16,global,ridge,简单,简单,26
pooled,da3__layer11__faces_local16,global,ridge,简单,中等,22
pooled,da3__layer11__faces_local16,global,ridge,简单,困难,1
pooled,da3__layer11__faces_local16,global,ridge,中等,简单,18
pooled,da3__layer11__faces_local16,global,ridge,中等,中等,18
pooled,da3__layer11__faces_local16,global,ridge,中等,困难,5
pooled,da3__layer11__faces_local16,global,ridge,困难,简单,7
pooled,da3__layer11__faces_local16,global,ridge,困难,中等,5
pooled,da3__layer11__faces_local16,global,ridge,困难,困难,4
pooled,da3__layer11__faces_local16,main,knn,简单,简单,41
pooled,da3__layer11__faces_local16,main,knn,简单,中等,8
pooled,da3__layer11__faces_local16,main,knn,简单,困难,0
pooled,da3__layer11__faces_local16,main,knn,中等,简单,13
pooled,da3__layer11__faces_local16,main,knn,中等,中等,23
pooled,da3__layer11__faces_local16,main,knn,中等,困难,5
pooled,da3__layer11__faces_local16,main,knn,困难,简单,0
pooled,da3__layer11__faces_local16,main,knn,困难,中等,1
pooled,da3__layer11__faces_local16,main,knn,困难,困难,15
pooled,da3__layer11__faces_local16,main,ridge,简单,简单,40
pooled,da3__layer11__faces_local16,main,ridge,简单,中等,9
pooled,da3__layer11__faces_local16,main,ridge,简单,困难,0
pooled,da3__layer11__faces_local16,main,ridge,中等,简单,12
pooled,da3__layer11__faces_local16,main,ridge,中等,中等,23
pooled,da3__layer11__faces_local16,main,ridge,中等,困难,6
pooled,da3__layer11__faces_local16,main,ridge,困难,简单,0
pooled,da3__layer11__faces_local16,main,ridge,困难,中等,1
pooled,da3__layer11__faces_local16,main,ridge,困难,困难,15
pooled,da3__layer11__faces_local96,coarse,knn,简单,简单,33
pooled,da3__layer11__faces_local96,coarse,knn,简单,中等,16
pooled,da3__layer11__faces_local96,coarse,knn,简单,困难,0
pooled,da3__layer11__faces_local96,coarse,knn,中等,简单,14
pooled,da3__layer11__faces_local96,coarse,knn,中等,中等,23
pooled,da3__layer11__faces_local96,coarse,knn,中等,困难,4
pooled,da3__layer11__faces_local96,coarse,knn,困难,简单,0
pooled,da3__layer11__faces_local96,coarse,knn,困难,中等,10
pooled,da3__layer11__faces_local96,coarse,knn,困难,困难,6
pooled,da3__layer11__faces_local96,coarse,ridge,简单,简单,39
pooled,da3__layer11__faces_local96,coarse,ridge,简单,中等,10
pooled,da3__layer11__faces_local96,coarse,ridge,简单,困难,0
pooled,da3__layer11__faces_local96,coarse,ridge,中等,简单,16
pooled,da3__layer11__faces_local96,coarse,ridge,中等,中等,19
pooled,da3__layer11__faces_local96,coarse,ridge,中等,困难,6
pooled,da3__layer11__faces_local96,coarse,ridge,困难,简单,0
pooled,da3__layer11__faces_local96,coarse,ridge,困难,中等,1
pooled,da3__layer11__faces_local96,coarse,ridge,困难,困难,15
pooled,da3__layer11__faces_local96,global,knn,简单,简单,20
pooled,da3__layer11__faces_local96,global,knn,简单,中等,27
pooled,da3__layer11__faces_local96,global,knn,简单,困难,2
pooled,da3__layer11__faces_local96,global,knn,中等,简单,17
pooled,da3__layer11__faces_local96,global,knn,中等,中等,23
pooled,da3__layer11__faces_local96,global,knn,中等,困难,1
pooled,da3__layer11__faces_local96,global,knn,困难,简单,7
pooled,da3__layer11__faces_local96,global,knn,困难,中等,9
pooled,da3__layer11__faces_local96,global,knn,困难,困难,0
pooled,da3__layer11__faces_local96,global,ridge,简单,简单,28
pooled,da3__layer11__faces_local96,global,ridge,简单,中等,18
pooled,da3__layer11__faces_local96,global,ridge,简单,困难,3
pooled,da3__layer11__faces_local96,global,ridge,中等,简单,29
pooled,da3__layer11__faces_local96,global,ridge,中等,中等,12
pooled,da3__layer11__faces_local96,global,ridge,中等,困难,0
pooled,da3__layer11__faces_local96,global,ridge,困难,简单,10
pooled,da3__layer11__faces_local96,global,ridge,困难,中等,4
pooled,da3__layer11__faces_local96,global,ridge,困难,困难,2
pooled,da3__layer11__faces_local96,main,knn,简单,简单,36
pooled,da3__layer11__faces_local96,main,knn,简单,中等,12
pooled,da3__layer11__faces_local96,main,knn,简单,困难,1
pooled,da3__layer11__faces_local96,main,knn,中等,简单,11
pooled,da3__layer11__faces_local96,main,knn,中等,中等,25
pooled,da3__layer11__faces_local96,main,knn,中等,困难,5
pooled,da3__layer11__faces_local96,main,knn,困难,简单,0
pooled,da3__layer11__faces_local96,main,knn,困难,中等,9
pooled,da3__layer11__faces_local96,main,knn,困难,困难,7
pooled,da3__layer11__faces_local96,main,ridge,简单,简单,41
pooled,da3__layer11__faces_local96,main,ridge,简单,中等,8
pooled,da3__layer11__faces_local96,main,ridge,简单,困难,0
pooled,da3__layer11__faces_local96,main,ridge,中等,简单,13
pooled,da3__layer11__faces_local96,main,ridge,中等,中等,22
pooled,da3__layer11__faces_local96,main,ridge,中等,困难,6
pooled,da3__layer11__faces_local96,main,ridge,困难,简单,0
pooled,da3__layer11__faces_local96,main,ridge,困难,中等,1
pooled,da3__layer11__faces_local96,main,ridge,困难,困难,15
pooled,da3__layer5__faces_concat,coarse,knn,简单,简单,30
pooled,da3__layer5__faces_concat,coarse,knn,简单,中等,19
pooled,da3__layer5__faces_concat,coarse,knn,简单,困难,0
pooled,da3__layer5__faces_concat,coarse,knn,中等,简单,15
pooled,da3__layer5__faces_concat,coarse,knn,中等,中等,20
pooled,da3__layer5__faces_concat,coarse,knn,中等,困难,6
pooled,da3__layer5__faces_concat,coarse,knn,困难,简单,0
pooled,da3__layer5__faces_concat,coarse,knn,困难,中等,3
pooled,da3__layer5__faces_concat,coarse,knn,困难,困难,13
pooled,da3__layer5__faces_concat,coarse,ridge,简单,简单,39
pooled,da3__layer5__faces_concat,coarse,ridge,简单,中等,10
pooled,da3__layer5__faces_concat,coarse,ridge,简单,困难,0
pooled,da3__layer5__faces_concat,coarse,ridge,中等,简单,15
pooled,da3__layer5__faces_concat,coarse,ridge,中等,中等,20
pooled,da3__layer5__faces_concat,coarse,ridge,中等,困难,6
pooled,da3__layer5__faces_concat,coarse,ridge,困难,简单,0
pooled,da3__layer5__faces_concat,coarse,ridge,困难,中等,0
pooled,da3__layer5__faces_concat,coarse,ridge,困难,困难,16
pooled,da3__layer5__faces_concat,global,knn,简单,简单,19
pooled,da3__layer5__faces_concat,global,knn,简单,中等,21
pooled,da3__layer5__faces_concat,global,knn,简单,困难,9
pooled,da3__layer5__faces_concat,global,knn,中等,简单,19
pooled,da3__layer5__faces_concat,global,knn,中等,中等,17
pooled,da3__layer5__faces_concat,global,knn,中等,困难,5
pooled,da3__layer5__faces_concat,global,knn,困难,简单,3
pooled,da3__layer5__faces_concat,global,knn,困难,中等,11
pooled,da3__layer5__faces_concat,global,knn,困难,困难,2
pooled,da3__layer5__faces_concat,global,ridge,简单,简单,19
pooled,da3__layer5__faces_concat,global,ridge,简单,中等,28
pooled,da3__layer5__faces_concat,global,ridge,简单,困难,2
pooled,da3__layer5__faces_concat,global,ridge,中等,简单,35
pooled,da3__layer5__faces_concat,global,ridge,中等,中等,4
pooled,da3__layer5__faces_concat,global,ridge,中等,困难,2
pooled,da3__layer5__faces_concat,global,ridge,困难,简单,8
pooled,da3__layer5__faces_concat,global,ridge,困难,中等,8
pooled,da3__layer5__faces_concat,global,ridge,困难,困难,0
pooled,da3__layer5__faces_concat,main,knn,简单,简单,37
pooled,da3__layer5__faces_concat,main,knn,简单,中等,12
pooled,da3__layer5__faces_concat,main,knn,简单,困难,0
pooled,da3__layer5__faces_concat,main,knn,中等,简单,14
pooled,da3__layer5__faces_concat,main,knn,中等,中等,21
pooled,da3__layer5__faces_concat,main,knn,中等,困难,6
pooled,da3__layer5__faces_concat,main,knn,困难,简单,0
pooled,da3__layer5__faces_concat,main,knn,困难,中等,4
pooled,da3__layer5__faces_concat,main,knn,困难,困难,12
pooled,da3__layer5__faces_concat,main,ridge,简单,简单,42
pooled,da3__layer5__faces_concat,main,ridge,简单,中等,7
pooled,da3__layer5__faces_concat,main,ridge,简单,困难,0
pooled,da3__layer5__faces_concat,main,ridge,中等,简单,14
pooled,da3__layer5__faces_concat,main,ridge,中等,中等,21
pooled,da3__layer5__faces_concat,main,ridge,中等,困难,6
pooled,da3__layer5__faces_concat,main,ridge,困难,简单,0
pooled,da3__layer5__faces_concat,main,ridge,困难,中等,0
pooled,da3__layer5__faces_concat,main,ridge,困难,困难,16
pooled,da3__layer5__faces_global,coarse,knn,简单,简单,36
pooled,da3__layer5__faces_global,coarse,knn,简单,中等,13
pooled,da3__layer5__faces_global,coarse,knn,简单,困难,0
pooled,da3__layer5__faces_global,coarse,knn,中等,简单,16
pooled,da3__layer5__faces_global,coarse,knn,中等,中等,20
pooled,da3__layer5__faces_global,coarse,knn,中等,困难,5
pooled,da3__layer5__faces_global,coarse,knn,困难,简单,0
pooled,da3__layer5__faces_global,coarse,knn,困难,中等,4
pooled,da3__layer5__faces_global,coarse,knn,困难,困难,12
pooled,da3__layer5__faces_global,coarse,ridge,简单,简单,44
pooled,da3__layer5__faces_global,coarse,ridge,简单,中等,5
pooled,da3__layer5__faces_global,coarse,ridge,简单,困难,0
pooled,da3__layer5__faces_global,coarse,ridge,中等,简单,17
pooled,da3__layer5__faces_global,coarse,ridge,中等,中等,19
pooled,da3__layer5__faces_global,coarse,ridge,中等,困难,5
pooled,da3__layer5__faces_global,coarse,ridge,困难,简单,0
pooled,da3__layer5__faces_global,coarse,ridge,困难,中等,6
pooled,da3__layer5__faces_global,coarse,ridge,困难,困难,10
pooled,da3__layer5__faces_global,global,knn,简单,简单,23
pooled,da3__layer5__faces_global,global,knn,简单,中等,23
pooled,da3__layer5__faces_global,global,knn,简单,困难,3
pooled,da3__layer5__faces_global,global,knn,中等,简单,22
pooled,da3__layer5__faces_global,global,knn,中等,中等,16
pooled,da3__layer5__faces_global,global,knn,中等,困难,3
pooled,da3__layer5__faces_global,global,knn,困难,简单,10
pooled,da3__layer5__faces_global,global,knn,困难,中等,4
pooled,da3__layer5__faces_global,global,knn,困难,困难,2
pooled,da3__layer5__faces_global,global,ridge,简单,简单,31
pooled,da3__layer5__faces_global,global,ridge,简单,中等,18
pooled,da3__layer5__faces_global,global,ridge,简单,困难,0
pooled,da3__layer5__faces_global,global,ridge,中等,简单,22
pooled,da3__layer5__faces_global,global,ridge,中等,中等,14
pooled,da3__layer5__faces_global,global,ridge,中等,困难,5
pooled,da3__layer5__faces_global,global,ridge,困难,简单,2
pooled,da3__layer5__faces_global,global,ridge,困难,中等,13
pooled,da3__layer5__faces_global,global,ridge,困难,困难,1
pooled,da3__layer5__faces_global,main,knn,简单,简单,37
pooled,da3__layer5__faces_global,main,knn,简单,中等,11
pooled,da3__layer5__faces_global,main,knn,简单,困难,1
pooled,da3__layer5__faces_global,main,knn,中等,简单,14
pooled,da3__layer5__faces_global,main,knn,中等,中等,22
pooled,da3__layer5__faces_global,main,knn,中等,困难,5
pooled,da3__layer5__faces_global,main,knn,困难,简单,0
pooled,da3__layer5__faces_global,main,knn,困难,中等,3
pooled,da3__layer5__faces_global,main,knn,困难,困难,13
pooled,da3__layer5__faces_global,main,ridge,简单,简单,48
pooled,da3__layer5__faces_global,main,ridge,简单,中等,1
pooled,da3__layer5__faces_global,main,ridge,简单,困难,0
pooled,da3__layer5__faces_global,main,ridge,中等,简单,13
pooled,da3__layer5__faces_global,main,ridge,中等,中等,23
pooled,da3__layer5__faces_global,main,ridge,中等,困难,5
pooled,da3__layer5__faces_global,main,ridge,困难,简单,0
pooled,da3__layer5__faces_global,main,ridge,困难,中等,3
pooled,da3__layer5__faces_global,main,ridge,困难,困难,13
pooled,da3__layer5__faces_local16,coarse,knn,简单,简单,29
pooled,da3__layer5__faces_local16,coarse,knn,简单,中等,20
pooled,da3__layer5__faces_local16,coarse,knn,简单,困难,0
pooled,da3__layer5__faces_local16,coarse,knn,中等,简单,12
pooled,da3__layer5__faces_local16,coarse,knn,中等,中等,24
pooled,da3__layer5__faces_local16,coarse,knn,中等,困难,5
pooled,da3__layer5__faces_local16,coarse,knn,困难,简单,0
pooled,da3__layer5__faces_local16,coarse,knn,困难,中等,6
pooled,da3__layer5__faces_local16,coarse,knn,困难,困难,10
pooled,da3__layer5__faces_local16,coarse,ridge,简单,简单,45
pooled,da3__layer5__faces_local16,coarse,ridge,简单,中等,4
pooled,da3__layer5__faces_local16,coarse,ridge,简单,困难,0
pooled,da3__layer5__faces_local16,coarse,ridge,中等,简单,18
pooled,da3__layer5__faces_local16,coarse,ridge,中等,中等,18
pooled,da3__layer5__faces_local16,coarse,ridge,中等,困难,5
pooled,da3__layer5__faces_local16,coarse,ridge,困难,简单,0
pooled,da3__layer5__faces_local16,coarse,ridge,困难,中等,3
pooled,da3__layer5__faces_local16,coarse,ridge,困难,困难,13
pooled,da3__layer5__faces_local16,global,knn,简单,简单,21
pooled,da3__layer5__faces_local16,global,knn,简单,中等,27
pooled,da3__layer5__faces_local16,global,knn,简单,困难,1
pooled,da3__layer5__faces_local16,global,knn,中等,简单,19
pooled,da3__layer5__faces_local16,global,knn,中等,中等,20
pooled,da3__layer5__faces_local16,global,knn,中等,困难,2
pooled,da3__layer5__faces_local16,global,knn,困难,简单,5
pooled,da3__layer5__faces_local16,global,knn,困难,中等,11
pooled,da3__layer5__faces_local16,global,knn,困难,困难,0
